@relation 'HTS data set'
@attribute 'feature1' real
@attribute 'feature2' real
@attribute 'feature3' real
@attribute 'feature4' real
@attribute 'feature5' real
@attribute 'feature6' real
@attribute 'feature7' real
@attribute 'feature8' real
@attribute 'feature9' real
@attribute 'feature10' real
@attribute 'feature11' real
@attribute 'feature12' real
@attribute 'feature13' real
@attribute 'feature14' real
@attribute 'feature15' real
@attribute 'feature16' real
@attribute 'feature17' real
@attribute 'feature18' real
@attribute 'feature19' real
@attribute 'feature20' real
@attribute 'feature21' real
@attribute 'feature22' real
@attribute 'feature23' real
@attribute 'feature24' real
@attribute 'feature25' real
@attribute 'feature26' real
@attribute 'feature27' real
@attribute 'feature28' real
@attribute 'feature29' real
@attribute 'feature30' real
@attribute 'feature31' real
@attribute 'feature32' real
@attribute 'feature33' real
@attribute 'feature34' real
@attribute 'feature35' real
@attribute 'feature36' real
@attribute 'feature37' real
@attribute 'feature38' real
@attribute 'feature39' real
@attribute 'feature40' real
@attribute 'feature41' real
@attribute 'feature42' real
@attribute 'feature43' real
@attribute 'feature44' real
@attribute 'feature45' real
@attribute 'feature46' real
@attribute 'feature47' real
@attribute 'feature48' real
@attribute 'feature49' real
@attribute 'feature50' real
@attribute 'feature51' real
@attribute 'feature52' real
@attribute 'feature53' real
@attribute 'feature54' real
@attribute 'feature55' real
@attribute 'feature56' real
@attribute 'feature57' real
@attribute 'feature58' real
@attribute 'feature59' real
@attribute 'feature60' real
@attribute 'feature61' real
@attribute 'feature62' real
@attribute 'feature63' real
@attribute 'feature64' real
@attribute 'feature65' real
@attribute 'feature66' real
@attribute 'feature67' real
@attribute 'feature68' real
@attribute 'feature69' real
@attribute 'feature70' real
@attribute 'feature71' real
@attribute 'feature72' real
@attribute 'feature73' real
@attribute 'feature74' real
@attribute 'feature75' real
@attribute 'feature76' real
@attribute 'feature77' real
@attribute 'feature78' real
@attribute 'feature79' real
@attribute 'feature80' real
@attribute 'feature81' real
@attribute 'feature82' real
@attribute 'feature83' real
@attribute 'feature84' real
@attribute 'feature85' real
@attribute 'feature86' real
@attribute 'feature87' real
@attribute 'feature88' real
@attribute 'feature89' real
@attribute 'feature90' real
@attribute 'feature91' real
@attribute 'feature92' real
@attribute 'feature93' real
@attribute class {1 2 3 4 5 6 }
@data
0.009533,0.003276,0.005916,0.002866,0.017097,0.004870,0.006322,0.005505,712.000000,0.814887,0.968707,0.634581,1.000000,105.396970,0.790372,39.718977,23.021896,51.911006,0.208240,1.045902,0.171248,0.817256,0.716636,3.118033,1.422134,1.386902,1.887607,0.637141,1.006988,-0.030463,0.247844,0.263515,0.192010,0.042327,3.354098,0.514345,3.384101,0.501641,10.603279,10.452448,2.481961,3.492579,1.484827,1.481441,-0.140656,0.641410,0.045937,0.097760,0.568255,0.407357,0.403093,0.341371,0.893223,2.452800,0.957537,0.872724,1.073078,0.348620,0.608767,-0.154145,0.405232,0.084862,0.095567,0.195558,1.125461,0.141281,0.857723,0.690668,3.166052,1.433681,1.380590,1.919327,0.639071,1.038180,-0.026395,0.233729,0.253431,0.274177,0.548938,0.474979,0.327607,0.354384,0.882799,2.469324,0.937778,0.900178,1.113079,0.402230,0.650953,-0.129504,0.379159,0.058680,0.112727,4
0.004087,0.000094,0.004059,0.000099,0.011486,0.002419,0.004841,0.002798,600.000000,0.689748,0.970874,0.750000,1.000000,91.840620,0.874752,32.609799,23.611099,-68.722717,0.050257,2.882937,0.107889,1.596498,0.487222,7.835317,3.578038,2.051180,3.268744,1.131515,1.413916,-0.022655,0.269048,0.001694,0.005547,0.043462,2.871032,0.462814,2.689342,0.530763,10.184524,7.813173,2.412728,3.441705,1.333235,1.433158,-0.133438,0.625095,0.179044,0.116529,0.074213,2.024621,0.070991,1.092941,0.549167,8.790720,2.334043,1.840890,2.909418,0.845875,1.276791,-0.004952,0.119818,0.003766,0.003739,0.050848,3.022523,0.070270,1.588365,0.502751,7.824324,3.478147,2.033973,3.256253,1.292468,1.455127,-0.032118,0.318520,0.002896,0.001448,0.074567,2.100295,0.037423,1.096868,0.545537,8.801868,2.263595,1.825933,2.911375,0.883146,1.290648,-0.004202,0.110484,0.001157,0.003302,1
0.004197,0.000112,0.004127,0.000105,0.018257,0.007385,0.005843,0.005768,697.000000,0.900441,0.974825,0.558494,1.000000,108.124892,0.735521,45.374712,19.736998,-35.426769,0.066511,2.219269,0.175512,1.252988,0.533335,8.259136,3.128862,1.974117,3.048974,0.913147,1.309454,-0.031522,0.307391,0.008203,0.001194,0.037665,3.224252,0.616972,4.017285,0.470852,9.682724,13.568771,2.597781,3.534528,1.235309,1.441079,-0.225978,0.770816,0.079133,0.345412,0.074643,1.933418,0.137621,1.121035,0.554006,7.623272,2.550482,1.874367,2.920162,0.804427,1.253293,-0.011411,0.181554,0.001363,0.000998,0.067497,2.542593,0.055266,1.155062,0.520515,8.212963,2.763906,1.921415,3.039931,1.080285,1.365030,-0.023334,0.267726,0.012731,0.002635,0.073691,2.023542,0.105385,1.130008,0.551199,7.636304,2.500288,1.869088,2.936815,0.855050,1.274396,-0.006145,0.133943,0.002914,0.001553,1
0.004137,0.000093,0.004124,0.000102,0.011115,0.002244,0.005310,0.002987,1077.000000,0.613138,0.948063,0.676933,1.000000,128.710678,0.804404,42.044652,33.214274,65.701523,0.041691,3.781053,0.043036,1.967358,0.456981,9.105263,4.117341,2.119400,3.459775,1.515235,1.542903,-0.016660,0.237862,0.007820,0.002367,0.039880,2.229474,0.572715,2.609730,0.552239,9.720000,8.205811,2.434031,3.458239,0.998542,1.324645,-0.148049,0.651776,0.037890,0.104852,0.131447,1.148148,0.068166,0.630855,0.640437,5.838651,1.315734,1.552054,2.339108,0.523660,1.050677,-0.004054,0.097590,0.000971,0.002070,0.040041,4.028802,-0.000956,2.003296,0.432643,9.118664,4.012417,2.098608,3.467682,1.512119,1.551968,-0.020390,0.262705,0.007330,0.007813,0.131155,1.160538,0.053638,0.630726,0.639642,5.846664,1.291689,1.544290,2.335485,0.530747,1.055893,-0.002798,0.081121,0.001041,0.002921,1
0.004370,0.000256,0.004283,0.000233,0.010088,0.001396,0.005128,0.002521,762.000000,0.856925,0.883991,0.580793,1.000000,123.740115,0.615393,45.897109,23.657282,23.562262,0.079645,1.732628,0.502546,1.710109,0.616089,6.070997,5.201908,2.135348,2.976057,0.886340,1.224839,-0.130566,0.583488,0.013491,0.023345,0.055485,2.209970,0.491080,2.195517,0.527734,11.116314,6.474386,2.219968,3.237451,0.895449,1.285301,-0.106604,0.553103,0.134999,0.015774,0.205402,0.676160,0.470987,0.632643,0.747334,4.146624,1.879345,1.615226,2.058974,0.391828,0.870857,-0.121741,0.485086,0.001782,0.009159,0.075003,2.206323,0.386085,1.738212,0.586927,6.166389,4.927389,2.114730,3.037678,1.121398,1.326293,-0.098579,0.520726,0.011768,0.023988,0.200819,0.789387,0.390079,0.636435,0.733124,4.182843,1.797473,1.607627,2.105119,0.458849,0.928558,-0.089484,0.424639,0.009322,0.006621,1
0.004780,0.000774,0.004792,0.001183,0.007599,0.000653,0.004546,0.001449,1057.000000,0.732024,0.668564,0.458967,1.000000,194.752309,0.346634,55.042877,37.499527,29.965739,0.452987,0.729358,0.147955,0.504671,0.820588,2.564220,0.975234,1.015821,1.319249,0.557019,0.849971,-0.029067,0.199305,0.032466,0.044887,0.090623,1.496560,0.314892,1.098633,0.647468,6.466743,2.852105,1.889345,2.734060,0.812904,1.161765,-0.081832,0.457054,0.001475,0.057979,0.810501,0.314143,0.236239,0.205655,0.942057,2.189612,0.508478,0.456126,0.551199,0.293156,0.406772,-0.085709,0.219453,0.014557,0.033740,0.400390,0.933071,0.016274,0.556852,0.793624,2.633858,0.961741,1.087393,1.431557,0.690883,0.940549,-0.015325,0.150495,0.149121,0.178391,0.792367,0.395585,0.064133,0.211152,0.933281,2.194811,0.449802,0.481548,0.579825,0.366136,0.452537,-0.027279,0.126292,0.078255,0.071512,4
0.004169,0.000110,0.004146,0.000110,0.010108,0.001509,0.004983,0.002459,345.000000,0.570150,0.924933,0.663462,1.000000,73.597980,0.779067,23.540445,19.339429,4.648879,0.040763,3.933333,0.073886,2.165269,0.443898,8.410526,4.536731,2.163740,3.478032,1.538984,1.538063,-0.042906,0.377277,0.006870,0.013256,0.067824,2.621053,0.402840,2.271271,0.575910,10.789474,6.152170,2.262671,3.135813,1.414909,1.315980,-0.193352,0.701988,0.063778,0.060965,0.067033,2.189189,0.158697,1.304551,0.539740,9.445691,3.014006,1.960316,3.049722,0.922560,1.307978,-0.015381,0.214950,0.002392,0.003398,0.042076,3.481781,0.167618,2.147224,0.464007,8.348178,4.834238,2.189443,3.424915,1.381042,1.496158,-0.061336,0.443445,0.001531,0.004298,0.068140,2.189002,0.153742,1.307000,0.542415,9.447944,2.981941,1.949816,3.034486,0.934315,1.309171,-0.021116,0.250776,0.000856,0.002126,1
0.004859,0.000778,0.004993,0.001070,0.009356,0.001455,0.005219,0.002298,1554.000000,0.791821,0.849180,0.580067,1.000000,189.823376,0.536288,61.419902,37.512406,-64.505943,0.347413,0.800727,0.510630,0.662936,0.800715,2.928727,2.393466,1.322005,1.660108,0.587451,0.898762,-0.148786,0.497973,0.010921,0.026961,0.061071,1.978182,0.443840,1.712215,0.587625,8.274909,5.131698,2.223949,3.182829,0.970896,1.262456,-0.112956,0.565336,0.128665,0.066635,0.512497,0.467482,0.477093,0.446912,0.869198,2.575683,1.320531,1.004304,1.243206,0.380902,0.692339,-0.170615,0.455051,0.012915,0.016224,0.323141,1.015067,0.357135,0.587924,0.774885,2.911975,2.058072,1.312624,1.696512,0.729381,0.971647,-0.085000,0.389397,0.024481,0.051252,0.486190,0.567764,0.379711,0.457178,0.853650,2.592082,1.262873,1.032098,1.304337,0.455165,0.749052,-0.115356,0.384507,0.056676,0.052168,4
0.004256,0.000121,0.004156,0.000120,0.021896,0.010389,0.008813,0.009583,648.000000,0.501360,0.986301,0.830769,1.000000,93.355339,0.914644,31.031019,26.849239,-22.377395,0.039969,3.626316,0.100685,2.025657,0.461134,8.847368,4.438107,2.152016,3.477727,1.439030,1.523821,-0.025990,0.296081,0.006394,0.001362,0.042038,2.005263,0.778895,4.497276,0.594149,7.822807,16.128252,2.600152,3.471406,0.994709,1.297715,-0.254154,0.797893,0.076835,0.228820,0.069036,1.897026,0.306279,1.364881,0.561222,8.296494,3.572100,2.028456,3.051779,0.805358,1.251017,-0.037476,0.331746,0.001681,0.001552,0.038461,3.998069,0.024185,2.079162,0.432808,8.947876,4.196125,2.122607,3.489627,1.510446,1.543360,-0.028006,0.307855,0.013855,0.018328,0.068123,2.037868,0.260586,1.386451,0.557497,8.327723,3.473243,2.016728,3.061579,0.886687,1.289714,-0.034865,0.321195,0.000641,0.005196,1
0.004253,0.000107,0.004166,0.000120,0.022935,0.012205,0.009593,0.010785,588.000000,0.756978,0.930380,0.765625,1.000000,97.840620,0.756339,34.382624,22.466978,-82.315447,0.040477,3.727642,0.072951,1.953347,0.435340,8.532520,4.313983,2.132346,3.415425,1.354039,1.507451,-0.044026,0.379352,0.003063,0.004873,0.029538,3.398374,0.625431,4.491159,0.464051,7.447154,14.743142,2.610931,3.714460,1.315867,1.483668,-0.147987,0.669446,0.184516,0.097939,0.053061,2.338478,0.288695,1.653793,0.528002,8.382118,4.233975,2.127375,3.261062,0.972602,1.333707,-0.035049,0.331716,0.001217,0.002662,0.040953,3.946262,0.038687,1.971329,0.463622,8.521028,4.263577,2.120307,3.430943,1.661078,1.567020,-0.043100,0.377158,0.007346,0.005039,0.051171,2.571107,0.224132,1.663234,0.515667,8.426082,4.051169,2.107978,3.286942,1.066727,1.374305,-0.024157,0.278091,0.000354,0.000318,1
0.004250,0.000111,0.004162,0.000127,0.018645,0.006513,0.007809,0.007144,371.000000,0.390375,0.971204,0.843182,1.000000,70.041631,0.923757,22.750280,20.945180,-15.906640,0.048273,3.498392,-0.021292,1.530774,0.469011,8.244373,3.335780,1.998151,3.286961,1.404741,1.490730,-0.035268,0.338370,0.007870,0.002532,0.038885,3.964630,0.533590,4.163170,0.500454,9.334405,13.026437,2.540701,3.621707,1.880274,1.548482,-0.118010,0.604350,0.386645,0.073677,0.157462,0.886574,0.219700,0.522833,0.691789,4.746142,1.382315,1.553001,2.191524,0.449302,0.970136,-0.029540,0.255407,0.000858,0.004711,0.051347,3.634686,-0.049268,1.518334,0.458090,8.343173,3.236476,1.989615,3.254532,1.445160,1.501086,-0.050493,0.399974,0.013834,0.008351,0.153538,0.936548,0.177780,0.508456,0.685260,4.762267,1.333500,1.545747,2.198096,0.475022,0.981165,-0.022684,0.225702,0.009291,0.005457,1
0.004462,0.000294,0.004222,0.000230,0.015372,0.003929,0.005783,0.004561,683.000000,0.713021,0.974322,0.750549,1.000000,98.083261,0.874239,35.294091,24.746201,11.777256,0.150818,1.570248,0.263538,1.064064,0.674096,3.705785,2.680380,1.681478,2.268157,0.961590,1.096633,-0.073812,0.402224,0.067379,0.059778,0.063048,3.077686,0.567163,3.602634,0.525366,11.623140,11.140622,2.328507,3.279721,1.440978,1.452854,-0.140984,0.626165,0.061564,0.077599,0.268748,0.575422,0.425227,0.498303,0.783878,4.139763,1.426198,1.463758,1.818005,0.369268,0.804092,-0.128392,0.470456,0.009275,0.010186,0.149142,1.611212,0.284341,1.115886,0.650252,3.716094,2.847065,1.671678,2.278538,0.916265,1.132010,-0.068491,0.391531,0.070841,0.095620,0.261856,0.595506,0.412128,0.502815,0.775420,4.157042,1.428957,1.469357,1.845129,0.372560,0.820304,-0.107458,0.435820,0.014185,0.018646,2
0.004180,0.000107,0.004148,0.000115,0.011902,0.002377,0.005130,0.003128,571.000000,0.955581,0.937603,0.759309,1.000000,109.698485,0.585548,50.253607,14.811099,-84.820923,0.054310,3.039535,0.067815,1.474359,0.498559,8.123256,3.424343,2.016720,3.229195,1.276198,1.455998,-0.030803,0.313808,0.006381,0.005122,0.034202,4.553488,0.232706,2.773196,0.447380,10.139535,7.268902,2.373797,3.632573,1.918529,1.628678,-0.086195,0.532127,0.173384,0.040694,0.156520,0.991974,0.157748,0.586187,0.670517,5.622771,1.363346,1.539941,2.235788,0.481709,1.004639,-0.017810,0.198652,0.002318,0.004110,0.055166,3.038690,0.080718,1.411131,0.484255,8.235119,3.435790,2.014787,3.201345,1.221009,1.438590,-0.036741,0.342143,0.008340,0.007806,0.153327,1.054893,0.110589,0.588341,0.664487,5.633312,1.316920,1.539373,2.248800,0.516594,1.021494,-0.010531,0.153649,0.010594,0.003405,1
0.004251,0.000123,0.004144,0.000116,0.018271,0.007344,0.005726,0.005689,368.000000,0.688830,0.960836,0.730159,1.000000,71.355339,0.883317,25.570540,18.536663,51.229808,0.088438,1.720539,0.195585,1.158748,0.590355,6.797980,2.511376,1.823563,2.756042,0.786745,1.219637,-0.048601,0.363036,0.005807,0.012811,0.027106,4.989899,0.356896,3.904250,0.400859,8.303030,10.527701,2.518285,3.766991,1.805417,1.634946,-0.107112,0.589464,0.352213,0.159552,0.132274,1.095010,0.197589,0.720412,0.651720,5.363273,1.631705,1.620050,2.372425,0.513033,1.037131,-0.029500,0.263465,0.003317,0.002121,0.086713,2.171315,-0.012499,1.229980,0.559328,6.808765,2.074983,1.777878,2.770485,0.988334,1.310952,-0.032513,0.302410,0.017066,0.011251,0.131118,1.114816,0.170928,0.729012,0.651792,5.367244,1.568805,1.622445,2.372612,0.529130,1.045381,-0.016771,0.200553,0.004050,0.004648,1
0.004182,0.000106,0.004163,0.000122,0.012015,0.002621,0.005408,0.003488,1143.000000,0.748880,0.972766,0.769697,1.000000,128.568542,0.855573,47.104895,31.216676,15.951115,0.051636,2.946360,0.126230,1.737119,0.487166,8.155172,3.792013,2.067934,3.302873,1.168582,1.427980,-0.019140,0.249753,0.001555,0.006950,0.046091,1.380268,0.751187,2.790461,0.605268,9.847701,9.713395,2.508952,3.315322,0.591847,1.111925,-0.245281,0.777792,0.103890,0.093499,0.086277,1.506263,0.306932,1.086691,0.596928,6.606120,2.840385,1.885569,2.808985,0.656554,1.156639,-0.044172,0.345202,0.001307,0.003141,0.053358,2.908998,0.126831,1.753079,0.508556,8.129857,3.742851,2.066179,3.284822,1.251802,1.434152,-0.021617,0.265209,0.002738,0.006341,0.085266,1.578453,0.279744,1.094410,0.589922,6.623389,2.804573,1.880278,2.824759,0.684157,1.176298,-0.038823,0.325369,0.001580,0.001353,1
0.005943,0.001106,0.004502,0.000766,0.026696,0.015549,0.006566,0.009128,394.000000,0.372749,0.949398,0.744802,1.000000,74.183766,0.875907,23.386371,21.700966,-35.112062,0.137679,1.883436,0.168333,1.135045,0.649225,4.276074,2.641575,1.719892,2.372087,1.135158,1.154902,-0.092388,0.453517,0.077266,0.018020,0.038786,3.536810,0.534659,3.769581,0.487626,6.653374,11.662059,2.486323,3.507810,1.537102,1.512962,-0.175682,0.700843,0.285694,0.895894,0.591178,0.338457,0.632116,0.460078,0.912428,2.541467,1.501563,0.915307,1.067451,0.298916,0.525877,-0.347081,0.601197,0.007608,0.009722,0.125959,2.603509,-0.050166,1.223072,0.597478,4.350877,2.354078,1.683453,2.487796,1.495476,1.316286,-0.067216,0.400873,0.125373,0.113684,0.551542,0.458626,0.519990,0.477799,0.887532,2.566499,1.452278,0.965823,1.171837,0.391565,0.631696,-0.240050,0.523190,0.031758,0.008449,2
0.004166,0.000099,0.004123,0.000101,0.011526,0.002370,0.004755,0.002841,623.000000,0.803490,0.942511,0.721065,1.000000,99.840620,0.769887,37.372355,22.248426,-77.897091,0.040728,4.032946,0.012364,2.027714,0.432057,8.831395,4.124673,2.119917,3.477246,1.513712,1.550501,-0.018333,0.250020,0.001211,0.006083,0.045009,4.370155,0.276318,2.910928,0.475727,11.343023,7.698227,2.357257,3.461449,1.996406,1.598772,-0.075990,0.490607,0.042208,0.085898,0.054977,2.687343,0.060323,1.435992,0.496726,9.160220,3.032238,1.972061,3.177140,1.054399,1.385387,-0.004993,0.125693,0.002861,0.000337,0.041947,3.903587,0.036578,2.012086,0.450275,8.822870,4.177145,2.122865,3.441757,1.530882,1.549712,-0.033037,0.330551,0.005789,0.005986,0.054685,2.720333,0.048742,1.441502,0.499857,9.174078,2.998948,1.966358,3.179606,1.090081,1.394652,-0.003416,0.104162,0.003433,0.003634,1
0.004151,0.000110,0.004092,0.000109,0.014003,0.003660,0.005300,0.004008,554.000000,0.827765,0.966841,0.753741,1.000000,92.183766,0.801750,35.609007,19.979312,76.870133,0.062795,2.893333,0.042605,1.537980,0.499103,7.968889,3.087921,1.966901,3.137161,1.209106,1.421908,-0.026796,0.287954,0.004350,0.001545,0.040652,3.502222,0.366621,2.720736,0.484697,9.271111,7.548721,2.383981,3.492013,1.504711,1.497804,-0.119899,0.601255,0.104715,0.135940,0.082143,1.748883,0.203170,1.090385,0.574647,7.944891,2.640693,1.888008,2.877540,0.754832,1.214901,-0.023433,0.257124,0.000748,0.001775,0.063293,3.015707,0.013606,1.571400,0.490656,8.015707,2.952633,1.953272,3.109126,1.233272,1.433688,-0.028916,0.299477,0.000557,0.006815,0.080133,1.794679,0.191858,1.106310,0.572683,7.978717,2.646808,1.893944,2.895847,0.777706,1.229685,-0.018976,0.232479,0.001576,0.004629,1
0.006501,0.002396,0.004817,0.001731,0.015445,0.004212,0.005660,0.004535,749.000000,0.903310,0.936250,0.548718,1.000000,115.296465,0.695919,47.967061,20.577288,38.885883,0.327124,1.059006,0.428965,1.125092,0.806429,3.080745,2.462424,1.404685,1.778014,0.821274,0.934952,-0.183889,0.571649,0.242065,0.220239,0.038781,4.077640,0.444458,3.784161,0.476694,11.043478,10.591277,2.477544,3.578872,1.808968,1.572893,-0.097628,0.554838,0.099296,0.082708,0.761788,0.339259,0.531844,0.362409,0.936601,2.315847,1.110083,0.595808,0.720803,0.313872,0.434144,-0.269555,0.448642,0.022608,0.079699,0.291785,1.247387,0.346379,1.214598,0.776601,3.104530,2.250398,1.443418,1.846469,0.924826,1.016233,-0.122221,0.491592,0.213986,0.677198,0.738589,0.435690,0.417947,0.374345,0.925897,2.327048,1.061390,0.630042,0.772906,0.398857,0.488799,-0.193154,0.390418,0.101283,0.206485,3
0.004119,0.000098,0.004086,0.000104,0.014572,0.004106,0.006171,0.004751,597.000000,0.799378,0.967585,0.690972,1.000000,94.083261,0.829805,35.613744,21.397732,-33.220048,0.044809,3.572534,0.089587,1.965962,0.453923,9.247582,4.275260,2.139421,3.421503,1.371587,1.493062,-0.022398,0.273199,0.004861,0.006301,0.043777,2.771760,0.521349,2.965397,0.507117,8.988395,8.804507,2.420708,3.441539,1.146998,1.412450,-0.143930,0.643157,0.130916,0.203938,0.100059,1.551686,0.053169,0.819303,0.597679,7.078918,1.725895,1.685071,2.613634,0.692338,1.171686,-0.006763,0.132599,0.001294,0.026023,0.047030,3.666667,0.046476,1.892723,0.460187,9.236559,4.012857,2.104114,3.391992,1.458407,1.523976,-0.028300,0.304887,0.001599,0.003095,0.099537,1.613015,0.022130,0.823403,0.593415,7.090874,1.686005,1.676368,2.620955,0.725197,1.183776,-0.006616,0.131356,0.000570,0.036449,1
0.007192,0.002953,0.004711,0.001604,0.017082,0.005521,0.005599,0.004996,634.000000,0.879799,0.979907,0.706800,1.000000,101.497475,0.758355,41.293291,19.628634,-20.246189,0.364474,0.866785,0.582766,1.084396,0.800487,3.019538,3.280258,1.356040,1.708777,0.643558,0.915397,-0.198070,0.562103,0.143265,0.141209,0.037654,2.060391,0.737938,3.920188,0.543287,9.886323,13.663809,2.615358,3.477143,0.847654,1.273525,-0.246447,0.790171,0.192216,0.153462,0.829403,0.162138,0.633099,0.220956,0.958978,2.202227,0.721688,0.439580,0.513770,0.153221,0.308477,-0.310251,0.414652,0.066710,0.018436,0.334017,1.317215,0.367980,1.145591,0.750372,3.030948,2.830764,1.371816,1.785370,0.926892,1.068400,-0.128959,0.473176,0.377241,0.234149,0.814607,0.237592,0.477281,0.227628,0.949218,2.207721,0.671466,0.462054,0.550518,0.222649,0.366531,-0.223987,0.360921,0.112119,0.061084,3
0.004282,0.000112,0.004161,0.000115,0.014387,0.004832,0.005041,0.003926,521.000000,0.707911,0.979323,0.800307,1.000000,85.597980,0.873036,30.721461,21.698603,-2.936042,0.065309,2.388158,0.128384,1.340715,0.526807,6.791667,3.068439,1.965952,3.054571,1.001342,1.340663,-0.029455,0.295866,0.003990,0.008798,0.046360,2.725877,0.606228,3.552281,0.531489,8.778509,11.102257,2.463033,3.393146,1.223102,1.407186,-0.167430,0.680146,0.048278,0.203402,0.084107,1.614964,0.225098,1.042210,0.583973,6.369625,2.553161,1.856101,2.808825,0.690058,1.181473,-0.024826,0.261141,0.002043,0.002686,0.063607,2.671498,0.045332,1.361105,0.517592,6.772947,2.866321,1.922767,3.060035,1.142034,1.398347,-0.027683,0.286951,0.005708,0.006387,0.083422,1.650039,0.214045,1.049694,0.581675,6.395732,2.548719,1.860040,2.820636,0.707806,1.190834,-0.021887,0.246006,0.002234,0.004994,1
0.004137,0.000093,0.004113,0.000099,0.010366,0.001853,0.004868,0.002488,712.000000,0.802630,0.846611,0.646098,1.000000,118.225397,0.629437,41.693153,24.869019,17.356968,0.053802,3.152066,-0.024019,1.537420,0.485248,9.651240,3.003986,1.960628,3.225699,1.283535,1.466022,-0.019399,0.247550,0.005436,0.003875,0.067687,2.393388,0.414340,2.035009,0.558461,8.981818,5.779835,2.254075,3.236051,1.137507,1.348566,-0.093430,0.521712,0.054678,0.051556,0.112149,1.373878,0.048698,0.729114,0.615976,7.020197,1.514404,1.624286,2.505335,0.619600,1.127324,-0.003451,0.093005,0.000590,0.001333,0.054928,3.169742,-0.032027,1.535763,0.479220,9.638376,2.972549,1.956990,3.222710,1.275309,1.459341,-0.019369,0.247333,0.002415,0.008176,0.110312,1.405743,0.028776,0.731850,0.606079,7.025475,1.488930,1.614605,2.507743,0.613239,1.127372,-0.003218,0.089889,0.000804,0.001215,1
0.004677,0.001179,0.004421,0.000816,0.009698,0.001482,0.004891,0.002358,455.000000,0.625527,0.953878,0.674074,1.000000,82.426407,0.821513,27.713131,21.621846,56.762770,0.712327,0.893617,0.542349,0.076364,0.905151,2.382979,1.438434,0.677360,0.753532,0.814141,0.598149,-0.142605,0.404104,0.012121,0.058962,0.051027,3.372340,0.325374,2.613110,0.500299,10.446809,6.513128,2.319444,3.323873,1.561312,1.441783,-0.167608,0.681043,0.044718,0.043484,0.790180,0.512417,0.396842,0.418342,0.935318,2.304636,1.186171,0.548105,0.666695,0.478339,0.444331,-0.232506,0.411067,0.007205,0.018642,0.690165,1.116564,0.506984,0.047725,0.888260,2.411043,1.487485,0.708005,0.752150,1.002710,0.651913,-0.135548,0.414063,0.084581,0.124594,0.781128,0.633913,0.279848,0.428110,0.928876,2.310435,1.125369,0.561290,0.687658,0.589995,0.480699,-0.181094,0.372961,0.022666,0.034093,3
0.004441,0.000333,0.004400,0.000550,0.010021,0.001602,0.004778,0.002264,343.000000,0.756611,0.955432,0.776018,1.000000,71.112698,0.828859,26.043629,17.029026,7.602307,0.147672,1.116838,0.598264,1.434112,0.691672,3.955326,4.427558,1.781426,2.298652,0.630200,1.032042,-0.196278,0.627805,0.008332,0.004934,0.045170,2.257732,0.540239,2.620706,0.550072,9.907216,7.527474,2.356754,3.380341,1.010404,1.325028,-0.148949,0.650832,0.116327,0.081017,0.467256,0.493805,0.704818,0.864009,0.866549,2.815044,2.838358,1.170721,1.410071,0.402740,0.698896,-0.281838,0.616810,0.005521,0.011040,0.147647,1.186047,0.469509,1.078496,0.669904,3.852713,3.241872,1.695361,2.287509,0.632234,1.052539,-0.127554,0.520224,0.016350,0.062290,0.459830,0.594027,0.649359,0.900128,0.856144,2.813346,2.749108,1.174886,1.435722,0.482085,0.745735,-0.238936,0.583515,0.014338,0.016045,3
0.004091,0.000099,0.004082,0.000096,0.009166,0.001149,0.004820,0.002055,822.000000,0.802898,0.803519,0.589247,1.000000,134.610173,0.561691,47.431011,28.274409,1.885592,0.065839,2.726753,-0.024412,1.304782,0.514955,8.858369,2.596536,1.887161,3.067088,1.163358,1.403792,-0.024289,0.270453,0.004566,0.003184,0.044349,2.596567,0.421801,2.161985,0.519207,10.273247,6.378841,2.290587,3.380699,1.114373,1.370683,-0.094983,0.536510,0.015358,0.088248,0.071217,2.228698,0.041937,1.163366,0.530391,8.256470,2.423809,1.858472,2.965960,0.908592,1.305029,-0.005853,0.131386,0.001936,0.001741,0.067992,2.630645,0.000890,1.268624,0.522374,8.840323,2.634181,1.891724,3.056577,1.139883,1.390757,-0.020540,0.249652,0.001901,0.008793,0.071324,2.317897,0.002226,1.165249,0.532988,8.268124,2.328239,1.840564,2.969075,0.976992,1.335397,-0.002874,0.092288,0.001035,0.002407,1
0.004382,0.000300,0.004183,0.000196,0.017836,0.013166,0.006147,0.007522,789.000000,0.822259,0.906897,0.583149,1.000000,119.882251,0.678519,43.634633,24.833028,55.737959,0.092516,1.162162,0.742105,2.280030,0.645946,6.135135,7.552309,2.177468,2.895404,0.547845,1.063371,-0.236325,0.739770,0.006751,0.005177,0.186511,1.421922,0.699051,2.360036,0.725589,4.031532,8.027534,1.813500,2.279394,0.951070,1.121516,-0.232572,0.671767,0.531879,0.169376,0.243536,0.652213,0.627135,0.876555,0.751377,4.870362,2.845957,1.525053,2.003357,0.378661,0.871910,-0.162310,0.546138,0.002035,0.001195,0.085924,1.593857,0.665526,2.356815,0.611423,6.238908,7.140875,2.195201,2.983966,0.763457,1.201683,-0.183419,0.682202,0.026769,0.025823,0.233982,0.809424,0.547471,0.895246,0.733153,4.897632,2.767840,1.540035,2.062786,0.474541,0.943742,-0.125508,0.491345,0.003280,0.000883,1
